gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,117.22313837816411,3633.92
Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,67.60980885586993,540.88
Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,102.62410726326259,3591.84
Female,1,No,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.77476575186981,8263.78
Female,0,No,No,13,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.17795942595517,821.31
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.67541928760322,8184.63
Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,71.06186675685511,2913.54
Female,1,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.43787048842594,6260.65
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.811170857865406,638.11
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.2770477214774,0.0
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.47000066497599,817.05
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.89766072647745,5873.86
Female,0,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),55.072260630775226,3965.2
Male,1,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,7560.0
Male,1,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.25144026164777,252.75
Female,0,No,No,35,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.116897045476662,949.09
Male,0,No,No,8,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.646483250332864,189.17
Female,0,No,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.876257837396768,137.26
Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.31942343626588,2671.67
Female,0,No,No,8,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.389318343401936,179.11
Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.34599903989557,5168.65
Female,0,No,No,34,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.09982123199904,1091.39
Male,0,Yes,Yes,72,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,109.61837166304007,7892.52
Male,0,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.29459746669506,177.06
Female,0,No,Yes,19,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,50.28661118974046,955.45
Female,1,No,No,3,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.49669574881631,316.49
Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.69295204841808,64.69
Male,0,No,No,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7359693217677,469.98
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.29094192615365,999.49
Female,0,Yes,Yes,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.40359166863016,406.67
Male,0,No,No,6,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,35.15658640179655,210.94
Male,0,Yes,Yes,55,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.153699972696092,1108.45
Male,0,Yes,No,49,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,117.06305269682201,5736.09
Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.04053692779105,1955.93
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0
Male,0,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.047395807163763,72.14
Female,0,No,No,36,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.996437467138925,1043.87
Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.37101056878015,5182.26
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.60173483448817,202.41
Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.28744589351541,1974.9
Male,1,Yes,No,38,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,104.06871875764806,3954.61
Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,108.62279807321192,7060.48
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.24155367547952,416.21
Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.80764570992781,1341.69
Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),96.91733943809344,3101.35
Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.25730242934775,7633.5
Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.17591505129971,1959.05
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.340388256368204,2040.51
Male,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.584136623892345,1698.06
Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.10992157014562,1205.54
Male,0,Yes,Yes,72,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,51.05953843179971,3676.29
Male,0,Yes,Yes,63,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,7560.0
Female,1,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.9230535806138,2158.61
Male,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.5094383937708,0.0
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,103.62251391777039,7460.82
Male,0,Yes,Yes,28,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,42.491458426560676,1189.76
Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.64089528197464,1479.38
Female,0,No,No,56,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.17249015810712,4881.66
Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,113.19618735082607,6452.18
Male,0,Yes,No,11,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.0870289246141,1177.96
Female,0,Yes,Yes,13,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.500087237890114,331.5
Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.95383259769675,105.91
Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.18286585177671,6421.17
Male,0,No,No,22,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.8583366675815,766.88
Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.66460523657722,1642.63
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),120.0,1200.0
Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),67.2690721447282,1278.11
Female,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.13499101480407,5102.61
Female,0,No,No,41,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.29690862033754,914.17
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.85812597943113,1448.62
Female,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.164427497321476,749.1
Female,0,No,No,4,Yes,No,No,No,No,Yes,No,No,No,Two year,Yes,Electronic check,90.0388007688386,360.16
Female,1,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.52886890685144,764.23
Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),120.0,8640.0
Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),87.19340598184445,1307.9
Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.003286399785914,812.05
Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.39992462634531,754.0
Female,0,No,No,13,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.99117237644037,1182.89
Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.09225084362663,3138.04
Female,0,Yes,Yes,72,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,43.590586298388004,3138.52
Female,0,Yes,Yes,45,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.292865901106516,1048.18
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,109.43269891349514,984.89
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.45707854825723,8096.91
Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,82.22878580158756,1809.03
Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,61.365847770124276,0.0
Female,0,Yes,Yes,10,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),32.70606534259156,327.06
Male,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.93486349490532,1062.76
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.609295140151193,424.97
Female,0,Yes,Yes,42,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.588278963563123,864.71
Female,0,Yes,Yes,36,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.63872762838946,3514.99
Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.22147526996177,1212.44
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.0190122881116,8425.37
Female,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,70.46588792438656,2466.31
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,96.01131100400036,6720.79
Female,0,No,No,54,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.146860404413165,1249.93
Male,0,No,No,54,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,104.7483043422687,5656.41
Male,0,No,No,65,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,43.78364598875285,2845.94
Female,1,No,No,31,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,108.81797041733014,3373.36
Male,0,No,No,29,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.37787394512307,1692.96
Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,84.99780903767436,1444.96
Female,1,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,65.61134275931269,2690.07
Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,67.57505878894787,743.33
Male,0,No,Yes,13,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.702559419534218,308.13
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.128630165221058,1339.92
Male,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.06979025066228,294.49
Female,0,No,No,33,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.7308999700239,3753.12
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8520.0
Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),115.49429888531145,5890.21
Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.82273759022473,8028.12
Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.81579531959336,4937.61
Male,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.045646801563798,0.0
Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.58762184357775,6715.72
Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,53.47803965620735,695.21
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,96.46254518873452,6945.3
Male,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.65159093244596,0.0
Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.47230191371392,2815.31
Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,99.86325992524473,3195.62
Male,1,No,No,50,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,107.01706179768988,5350.85
Female,0,No,No,27,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,102.0643219883001,2755.74
Female,0,No,No,33,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.69509216343651,2563.94
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.31329257041172,3622.56
Female,0,Yes,No,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.246380183533354,384.68
Male,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.033402214150215,0.0
Male,0,No,No,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.487714606717066,97.95
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,58.59356337631439,3222.65
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.93738917840757,5843.74
Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,4200.0
Male,1,Yes,No,72,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,119.24952727836515,8585.97
Female,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.74062289205276,2585.0
Female,0,No,Yes,23,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.20237593733577,1637.65
Male,0,Yes,Yes,47,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.359685262465597,1050.91
Female,1,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.03062826526609,246.09
Male,0,No,No,24,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),59.38015763390065,1425.12
Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,120.0,8640.0
Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),53.05580003340697,0.0
Male,1,Yes,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,114.21900476316506,5368.29
Male,0,No,Yes,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.161718783177637,440.07
Male,0,No,No,17,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.00721365549514,1479.12
Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.01762528611697,1794.46
Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.95414066085604,257.72
Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,57.9145906623659,3243.22
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.58981308270914,2389.75
Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.23630598117228,2856.22
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,78.97240902600576,1184.59
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.23942147654921,1580.99
Male,0,Yes,Yes,39,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.0435466423314,898.7
Female,1,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,120.0,7320.0
Male,1,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.86763525061026,2434.96
Male,1,Yes,No,5,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,90.0965296600509,450.48
Male,0,No,No,27,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.66029857803242,2636.83
Female,0,Yes,Yes,41,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,61.02610310837318,2502.07
Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,3960.0
Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.56543910470529,3039.83
Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),71.08841216413295,4194.22
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,97.1177204307364,6992.48
Male,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.954810437645428,1295.33
Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,89.69110325038989,1076.29
Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.74079814704328,4078.67
Female,0,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.42511370707272,308.55
Male,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.229175592687117,0.0
Female,1,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.5508244195392,1071.71
Female,0,Yes,Yes,31,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,95.45370764230937,2959.06
Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,89.73300436497546,2153.59
Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,108.37078248560078,2709.27
Female,0,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),76.83126969947088,5531.85
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0
Male,0,Yes,Yes,62,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.076964701975687,1306.77
Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,7800.0
Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.0,8640.0
Female,0,No,No,66,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.87369665480531,4347.66
Female,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),93.24392165778583,2237.85
Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),59.81685206269035,59.82
Female,0,No,No,56,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.18296733425508,5050.25
Female,0,Yes,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.620653377992774,222.48
Female,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.83403648932314,1877.85
Female,0,No,No,25,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.67041717123518,616.76
Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.21415810238018,1133.78
Male,0,No,No,3,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,43.612821902379025,130.84
Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.486541562467,896.35
Male,1,No,No,10,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,86.70231305220534,867.02
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8520.0
Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,116.40871730450151,5936.84
Female,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.97665126910523,3304.67
Female,0,No,No,55,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.590061090586445,1407.45
Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.57274565438865,307.86
Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.799472642670512,690.18
Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.32373558477542,803.91
Male,0,No,No,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.88041755881129,5247.39
